Name,Handle,Media URL,Retweets,Likes,Comments,Views,Tweet URL,Profile Link,Post Body,Date,Timestamp,translated_text,Energy_Category,Aspect_Category,processed_text,Likes_numeric,textblob_sentiment,TextBlob sentiment,TextBlob sentiment_category,bert_sentiment,bert_sentiment category,bert_sentiment_category
Australasian Centre for Corporate Responsibility,@AustCCR,,1,,1.0,131,https://x.com/AustCCR/status/1796322910203961480,https://x.com/AustCCR,Brookfield will emerge as the largest owner and operator of renewable energy in Australia after unveiling a $10 billion bid to buy France’s Neoen – six months after Origin Energy shareholders dismissed a takeover offer,May 31,2024-05-30T23:28:50.000Z,Brookfield will emerge as the largest owner and operator of renewable energy in Australia after unveiling a $10 billion bid to buy France’s Neoen – six months after Origin Energy shareholders dismissed a takeover offer,Other,Other,brookfield emerge largest owner operator renewable energy australia unveiling billion bid buy france neoen six month origin energy shareholder dismissed takeover offer,,0.0,3.0,Neutral,1,Very Negative,Very Negative
Renewable Energy Law,@Environment_Law,,,,,11,https://x.com/Environment_Law/status/1706415326324547996,https://x.com/Environment_Law,ESG Policy Update–Australia,"Sep 26, 2023",2023-09-25T21:08:12.000Z,ESG Policy Update–Australia,Other,Policy,esg policy updateaustralia,,0.0,3.0,Neutral,4,Positive,Positive
Madison Cartwright,@madkcartwright,https://pbs.twimg.com/media/GIC-PXIa8AAGtzC?format=jpg&name=small,,2,,119,https://x.com/madkcartwright/status/1765620230443941975,https://x.com/madkcartwright,"A perfect example of how fundamentally unserious Australian politics is. Rolling out nuclear energy in Australia would be an expensive, decades long process. Meanwhile, the cost of renewable energy is falling like a rock. Energy policy chosen based on culture war nonsense.",Mar 7,2024-03-07T06:07:21.000Z,"A perfect example of how fundamentally unserious Australian politics is. Rolling out nuclear energy in Australia would be an expensive, decades long process. Meanwhile, the cost of renewable energy is falling like a rock. Energy policy chosen based on culture war nonsense.",Nuclear Energy,Policy,perfect example fundamentally unserious australian politics rolling nuclear energy australia would expensive decade long process meanwhile cost renewable energy falling like rock energy policy chosen based culture war nonsense,2.0,0.1125,3.23,Neutral,1,Very Negative,Very Negative
JON DEE (JonDee.com),@JonDeeOz,"https://pbs.twimg.com/amplify_video_thumb/1766595244810797056/img/WAwaIJdJb7Q9w4bN.jpg, https://pbs.twimg.com/amplify_video_thumb/1766595244810797056/img/WAwaIJdJb7Q9w4bN.jpg, https://pbs.twimg.com/amplify_video_thumb/1766595244810797056/img/WAwaIJdJb7Q9w4bN.jpg",83,293,63.0,8.7K,https://x.com/JonDeeOz/status/1766637655910138305,https://x.com/JonDeeOz,"Anyone with basic energy knowledge knows that nuclear is stupidly expensive and makes no sense in Australia.

The Coalition’s “nuclear policy” is just their way of trying to delay 100% renewable energy in our grid.",Mar 10,2024-03-10T01:30:14.000Z,"Anyone with basic energy knowledge knows that nuclear is stupidly expensive and makes no sense in Australia.

The Coalition’s “nuclear policy” is just their way of trying to delay 100% renewable energy in our grid.",Nuclear Energy,Policy,anyone basic energy knowledge know nuclear stupidly expensive make sense australia coalition nuclear policy way trying delay renewable energy grid,293.0,-0.25,2.5,Negative,1,Very Negative,Very Negative
Investing News Network Australia (INN),@INN_Australia,,,,,122,https://x.com/INN_Australia/status/1747391884161343900,https://x.com/INN_Australia,Change to Government Policy Drives Improved Returns for Stage One of Waroona Renewable Energy Project @FrontierASX #investing,Jan 17,2024-01-16T22:54:24.000Z,Change to Government Policy Drives Improved Returns for Stage One of Waroona Renewable Energy Project @FrontierASX #investing,Other,Policy,change government policy drive improved return stage one waroona renewable energy project frontierasx investing,,0.0,3.0,Neutral,5,Very Positive,Very Positive
Indra McCormick,@AusAmbPT,"https://pbs.twimg.com/media/Ftma70LaMAcWZYN?format=jpg&name=small, https://pbs.twimg.com/media/Ftma70LaMAcWZYN?format=jpg&name=small",,12,,333,https://x.com/AusAmbPT/status/1646517497229885442,https://x.com/AusAmbPT,"Portugal & Australia share ambitious renewable energy and climate change policy settings. Lots of opportunities to cooperate. Great discussion with Chair of the Environment & Energy Committee of ’s Parliament, Tiago Brandão Rodrigues ⁦@AssembleiaRepub⁩","Apr 14, 2023",2023-04-13T14:15:36.000Z,"Portugal & Australia share ambitious renewable energy and climate change policy settings. Lots of opportunities to cooperate. Great discussion with Chair of the Environment & Energy Committee of ’s Parliament, Tiago Brandão Rodrigues ⁦@AssembleiaRepub⁩",Other,Policy,portugal australia share ambitious renewable energy climate change policy setting lot opportunity cooperate great discussion chair environment energy committee parliament tiago brando rodrigues assembleiarepub,12.0,0.525,4.05,Positive,5,Very Positive,Very Positive
Financial Review,@FinancialReview,,2,1,2.0,4.4K,https://x.com/FinancialReview/status/1731070962165031125,https://x.com/FinancialReview,"The COP28 climate summit has bowled up a plethora of pledges on renewable energy, health and agriculture, and Australia has signed up to all the biggies.","Dec 3, 2023",2023-12-02T22:00:53.000Z,"The COP28 climate summit has bowled up a plethora of pledges on renewable energy, health and agriculture, and Australia has signed up to all the biggies.",Other,Environment,cop climate summit bowled plethora pledge renewable energy health agriculture australia signed biggies,1.0,0.0,3.0,Neutral,5,Very Positive,Very Positive
Ray Marx & Robyn Deane,@marxdeane,,2,4,2.0,184,https://x.com/marxdeane/status/1785869367626084642,https://x.com/marxdeane,"MP’s speech sparks walkout at energy event https://sunshinecoastnews.com.au/2024/05/02/mps-speech-sparks-walkout-at-energy-event/… via @Sunshine Coast News
""...Clean Energy Council Queensland policy and impact director Tracey Stinson also told attendees renewable energy was making a growing impact in Australia...""
#EnergyTransition
#Auspol",May 2,2024-05-02T03:10:11.000Z,"MP’s speech sparks walkout at energy event https://sunshinecoastnews.com.au/2024/05/02/mps-speech-sparks-walkout-at-energy-event/… via @Sunshine Coast News
""...Clean Energy Council Queensland policy and impact director Tracey Stinson also told attendees renewable energy was making a growing impact in Australia...""
#EnergyTransition
#Auspol",Other,Policy,mp speech spark walkout energy event httpssunshinecoastnewscomaumpsspeechsparkswalkoutatenergyevent via sunshine coast news clean energy council queensland policy impact director tracey stinson also told attendee renewable energy making growing impact australia energytransition auspol,4.0,0.0,3.0,Neutral,1,Very Negative,Very Negative
"Dr. Noel Schulz (she, her, hers)",@WSU_Noel_Schulz,"https://pbs.twimg.com/media/F-YbwcVbMAAIMLB?format=jpg&name=small, https://pbs.twimg.com/media/F-YbwcVbMAAIMLB?format=jpg&name=small",,5,,483,https://x.com/WSU_Noel_Schulz/status/1722094484157296717,https://x.com/WSU_Noel_Schulz,Monday in Australia - our WA delegation visited @Sydney_Uni's US Studies Centre. Panel #1 shared Australian clean energy finance & policy strategies while Panel #2 discussed emerging R&D in & with reps from @PNNLab &amp; @Renewable_H2 speaking. #WSUAustralia2023 #GoCougs,"Nov 8, 2023",2023-11-08T03:31:34.000Z,Monday in Australia - our WA delegation visited @Sydney_Uni's US Studies Centre. Panel #1 shared Australian clean energy finance & policy strategies while Panel #2 discussed emerging R&D in & with reps from @PNNLab &amp; @Renewable_H2 speaking. #WSUAustralia2023 #GoCougs,Other,Policy,monday australia wa delegation visited sydneyunis u study centre panel shared australian clean energy finance policy strategy panel discussed emerging rd rep pnnlab amp renewableh speaking wsuaustralia gocougs,5.0,0.18333333333333335,3.37,Neutral,4,Positive,Positive
Aussie Skier,@aussie_skier,,1,6,1.0,278,https://x.com/aussie_skier/status/1751558264591176095,https://x.com/aussie_skier,The cost of living crisis in Australia is primarily driven by the Absentese govt's renewable energy policy & IR policy that will make it nigh on impossible or far too dangerous to hire casuals for fear of legal repercussions. This will drive up unemployment and welfare demand.,Jan 28,2024-01-28T10:50:07.000Z,The cost of living crisis in Australia is primarily driven by the Absentese govt's renewable energy policy & IR policy that will make it nigh on impossible or far too dangerous to hire casuals for fear of legal repercussions. This will drive up unemployment and welfare demand.,Other,Policy,cost living crisis australia primarily driven absentese govts renewable energy policy ir policy make nigh impossible far dangerous hire casuals fear legal repercussion drive unemployment welfare demand,6.0,-0.11333333333333333,2.77,Negative,2,Negative,Negative
SmartCompany,@SmartCompany,,,1,,215,https://x.com/SmartCompany/status/1692355765204341076,https://x.com/SmartCompany,"Electric utes are perfectly suited to driving in regional Australia but the country needs policy changes and more public chargers to encourage the transport trend, according to a renewable energy group. 

https://smartcompany.com.au/industries/transport-logistics/electric-utes-chargers-needed-regional-towns/…","Aug 18, 2023",2023-08-18T02:00:31.000Z,"Electric utes are perfectly suited to driving in regional Australia but the country needs policy changes and more public chargers to encourage the transport trend, according to a renewable energy group.

https://smartcompany.com.au/industries/transport-logistics/electric-utes-chargers-needed-regional-towns/…",Other,Policy,electric ute perfectly suited driving regional australia country need policy change public charger encourage transport trend according renewable energy group httpssmartcompanycomauindustriestransportlogisticselectricuteschargersneededregionaltowns,1.0,0.5,4.0,Positive,4,Positive,Positive
Serendib News,@SerendibNewsAu,,,,,113,https://x.com/SerendibNewsAu/status/1796017161313697886,https://x.com/SerendibNewsAu,"Sri Lanka Eyes South Australia's Energy Transition Policy. President Wickremesinghe explores renewable energy and green hydrogen for a sustainable future
 #EnergyTransition #RenewableEnergy

Read More:",May 30,2024-05-30T03:13:54.000Z,"Sri Lanka Eyes South Australia's Energy Transition Policy. President Wickremesinghe explores renewable energy and green hydrogen for a sustainable future
#EnergyTransition #RenewableEnergy

Read More:",Other,Policy,sri lanka eye south australia energy transition policy president wickremesinghe explores renewable energy green hydrogen sustainable future energytransition renewableenergy read,,0.09999999999999999,3.2,Neutral,4,Positive,Positive
Barclay Pearce Capital,@BarclayPearce,,,,,45,https://x.com/BarclayPearce/status/1729651295085043836,https://x.com/BarclayPearce,"From Targets to Tenders: Australia's Bold Move Towards Renewable Energy! Exploring the shift in energy policy and the use of contracts-for-difference to achieve ambitious emission reduction goals. 

Learn More:
https://barclaypearce.com.au/blog/targets-out-tenders-in-to-achieve-renewable-energy-goals…

#RenewableEnergy #ClimateAction #COP28","Nov 29, 2023",2023-11-28T23:59:38.000Z,"From Targets to Tenders: Australia's Bold Move Towards Renewable Energy! Exploring the shift in energy policy and the use of contracts-for-difference to achieve ambitious emission reduction goals.

Learn More:
https://barclaypearce.com.au/blog/targets-out-tenders-in-to-achieve-renewable-energy-goals…

#RenewableEnergy #ClimateAction #COP28",Other,Policy,target tender australia bold move towards renewable energy exploring shift energy policy use contractsfordifference achieve ambitious emission reduction goal learn httpsbarclaypearcecomaublogtargetsouttendersintoachieverenewableenergygoals renewableenergy climateaction cop,,0.38888888888888884,3.78,Neutral,5,Very Positive,Very Positive
